37,29
39,28
40,28
44,28
47,29
51,30
51,30
49,29
49,30
50,30
47,30
47,30
44,30
44,30
44,31
40,30
38,30
39,30
37,30
35,30
33,29
33,29
33,30
32,30
31,30
31,30
41,38
41,43
42,47
45,51
45,53
45,54
46,54
46,53
46,54
46,53
47,49
47,48
46,48
47,46
47,43
46,40
45,40
45,39
46,36
46,35
47,32
48,31
49,31
53,30
53,29
57,29
58,29
58,29
60,30
64,30
66,30
68,31
71,30
72,30
70,29
65,29
63,28
60,28
57,28
55,27
54,27
53,27
51,27
50,27
47,27
45,27
44,27
44,27
44,27
44,27
38,31
39,37
39,40
39,43
39,45
39,48
39,54
40,55
40,56
40,58
40,61
40,66
41,67
40,65
41,63
40,62
40,60
40,57
40,54
39,53
39,55
37,55
36,52
35,48
37,46
41,42
46,37
52,35
61,32
65,32
70,32
69,31
63,31
59,30
58,30
49,29
45,28
42,28
41,28
40,28
40,28
40,28
40,27
40,28
39,28
37,28
36,28
33,28
33,28
33,28
38,33
38,35
38,37
39,39
40,44
40,45
40,50
40,54
40,56
43,59
43,57
43,56
42,53
44,52
43,47
44,45
43,42
43,43
42,41
43,40
44,38
46,36
47,34
47,34
50,31
54,31
59,31
65,31
74,31
78,31
79,31
75,31
74,30
66,29
60,28
52,28
50,27
48,27
46,27
46,27
41,26
41,27
40,26
40,26
41,26
40,27
39,26
38,27
37,27
35,27
34,32
33,32
33,32
33,33
33,33
34,40
34,42
34,45
35,51
36,53
38,61
39,61
39,66
40,67
40,66
39,67
38,65
37,64
36,58
34,54
33,50
34,46
35,43
38,38
40,35
47,31
54,31
60,31
67,32
71,32
76,32
78,31
76,31
67,30
65,30
59,29
56,29
55,29
52,28
52,28
49,28
48,28
48,27
45,27
44,27
42,26
42,26
42,27
41,27
41,27
37,31
38,33
37,38
38,40
37,40
37,43
36,45
37,48
38,48
40,54
40,58
40,59
40,66
41,72
40,73
40,71
40,75
40,75
39,70
38,63
37,60
36,56
36,44
40,43
47,35
50,32
52,30
58,28
60,28
57,29
53,29
50,29
47,28
45,28
43,27
45,27
46,27
45,26
44,27
44,27
43,27
40,27
40,28
38,28
38,27
39,27
38,27
39,27
40,27
40,27
35,40
36,41
36,41
38,49
40,52
41,56
41,56
42,58
43,62
43,60
44,58
43,55
43,54
41,50
41,48
40,41
40,39
40,36
41,34
43,32
45,30
49,29
51,28
53,29
55,28
55,29
54,29
53,28
50,28
49,28
47,28
48,28
48,28
47,28
45,27
48,27
46,27
45,27
44,27
44,27
42,26
41,26
40,27
40,27
39,27
40,27
39,27
40,27
40,27
38,27
33,29
33,29
33,29
32,30
32,31
31,31
32,32
31,33
32,34
34,36
35,39
36,41
36,42
36,43
37,43
38,46
38,43
40,42
39,40
40,39
40,36
41,33
40,32
40,31
41,29
43,29
45,29
45,29
48,29
53,30
53,30
53,29
54,30
52,29
51,29
49,29
47,28
46,28
45,28
43,27
42,27
39,27
37,27
37,27
39,27
40,27
40,27
40,27
40,27
40,27
37,28
37,30
38,30
37,33
40,37
40,39
41,42
42,44
42,46
45,54
45,57
43,62
42,67
42,68
42,70
41,70
40,65
40,64
40,58
40,56
40,50
42,47
42,43
51,38
53,36
65,33
67,33
70,32
71,32
67,32
63,31
59,30
54,29
49,28
48,28
45,28
44,28
44,28
45,28
45,28
47,28
47,28
49,28
48,27
46,27
46,27
45,27
41,27
40,27
39,27
35,29
35,29
35,29
34,29
34,30
34,30
33,31
33,33
31,35
31,35
31,37
31,40
31,41
32,44
34,48
34,50
38,57
38,59
40,66
40,64
40,66
39,64
39,63
37,60
35,56
34,53
34,48
35,41
36,39
37,36
40,33
41,31
46,30
48,30
50,30
52,30
53,29
55,29
53,29
52,30
51,30
52,30
50,30
48,30
51,30
50,30
52,30
50,31
52,31
51,30
34,41
34,42
33,44
32,46
32,48
33,50
34,52
33,51
34,52
34,53
36,55
36,55
36,58
37,61
38,64
37,68
37,68
37,72
37,69
38,70
36,65
38,63
39,59
38,56
37,50
37,45
37,43
40,38
44,36
48,36
63,36
71,35
75,35
79,35
79,35
75,34
69,34
61,34
62,33
57,33
57,33
55,32
54,32
53,32
47,31
46,31
45,31
43,31
40,30
38,31
29,29
29,29
29,31
30,32
30,33
30,38
31,40
32,46
33,49
35,55
37,62
38,64
40,65
40,67
40,72
39,72
40,71
40,67
40,66
40,58
40,51
43,48
53,40
60,38
70,34
73,34
75,35
82,36
78,36
70,37
64,37
61,36
57,35
52,34
49,32
46,30
44,30
42,29
40,28
40,29
38,29
36,29
35,29
35,29
34,29
34,29
35,29
34,29
35,29
35,29
32,30
32,31
33,34
33,36
33,40
33,48
33,54
34,64
35,68
36,78
37,82
37,80
39,79
39,77
39,74
38,63
37,62
36,55
36,49
38,44
40,39
41,36
47,31
50,31
54,30
59,31
60,31
59,30
56,30
55,29
52,29
52,28
51,29
52,28
53,29
52,30
51,30
47,29
45,30
42,30
41,30
40,29
40,29
38,29
37,29
37,29
36,29
36,29
36,28
36,29
30,29
30,29
30,29
30,29
30,29
30,32
31,34
32,41
33,47
34,52
36,65
37,68
38,74
38,78
39,79
37,75
37,70
36,65
36,61
35,57
34,53
34,50
35,45
37,43
41,38
43,34
46,31
53,30
56,30
64,32
70,32
72,32
78,32
79,32
80,31
76,30
79,29
69,28
63,28
58,28
58,28
51,28
42,28
40,28
40,28
39,28
38,28
35,28
35,28
36,28
30,27
29,27
29,28
29,28
29,29
29,29
29,30
30,31
29,32
30,35
30,36
31,41
33,45
34,50
38,57
39,60
40,62
40,62
42,62
40,54
39,53
38,47
39,47
38,45
40,40
43,39
50,38
50,36
57,35
60,32
63,33
65,34
65,33
66,33
63,32
62,31
57,31
54,29
50,29
44,29
41,29
38,29
37,29
37,29
35,29
35,29
35,29
34,29
34,29
35,29
27,28
27,28
27,28
27,27
27,27
28,27
28,28
28,28
28,28
28,30
29,35
31,39
32,41
34,47
35,50
38,59
38,62
38,64
39,67
38,69
38,73
37,71
37,66
37,62
36,58
36,54
36,50
36,44
36,43
40,40
41,40
48,35
52,34
55,33
55,32
56,32
51,31
47,32
41,31
40,31
38,30
37,30
36,31
35,30
34,31
34,31
32,31
31,30
29,30
29,29
35,35
35,36
35,36
36,40
37,40
36,44
36,49
37,50
36,52
35,52
36,59
37,59
38,64
40,68
42,72
46,80
47,83
47,82
48,83
49,83
48,81
46,76
45,71
46,60
47,52
50,44
51,40
53,37
60,36
62,36
67,37
68,37
66,36
63,36
59,36
57,36
52,35
49,35
48,35
48,35
47,35
46,35
45,35
46,35
46,35
46,34
47,35
46,35
45,35
44,34
36,33
37,34
37,38
38,39
39,43
40,44
40,46
39,50
40,55
40,66
40,68
40,71
41,77
43,79
44,75
44,67
43,63
42,55
42,53
43,42
42,39
44,37
56,35
58,34
67,33
68,32
68,32
67,31
66,30
53,30
49,30
46,30
45,29
44,29
43,29
43,29
43,29
43,29
42,29
44,30
44,30
43,30
44,30
43,30
41,30
40,31
40,31
41,31
41,31
41,31
33,31
33,32
33,32
33,33
34,33
35,35
36,39
36,41
38,45
39,49
40,52
42,63
44,65
45,68
47,72
49,81
50,83
51,84
50,89
51,85
51,81
51,77
50,62
49,54
47,43
52,41
54,40
62,37
67,35
73,34
77,34
77,34
70,32
63,32
57,31
54,31
52,30
48,29
47,29
49,29
48,29
48,29
43,29
43,29
42,29
40,29
40,29
41,29
42,29
44,30
33,28
32,28
32,28
32,28
32,28
33,28
33,29
34,29
35,29
36,31
36,32
38,40
40,46
42,67
45,84
46,100
50,128
50,137
52,149
52,149
53,144
55,116
59,98
72,77
80,68
105,50
114,47
135,44
140,44
137,43
130,40
124,39
107,36
93,34
76,33
75,32
68,32
62,31
56,31
52,30
51,30
50,30
46,29
50,30
51,30
51,30
49,29
47,29
46,29
46,29
30,32
30,33
30,35
30,36
30,37
31,41
31,44
32,47
33,50
36,51
38,60
39,62
42,73
43,78
45,83
44,85
44,85
44,78
46,71
45,62
47,51
51,47
72,41
85,40
103,40
116,39
126,38
132,36
130,36
118,34
92,33
83,33
76,32
73,32
68,32
60,32
58,31
53,31
47,31
46,30
42,31
42,31
43,31
43,31
41,32
43,32
43,31
41,31
41,31
40,31
32,30
32,30
33,32
33,33
33,35
33,36
33,38
35,40
35,41
36,44
37,47
39,50
42,59
41,63
43,74
44,80
46,91
45,99
45,100
45,104
45,106
46,103
46,99
45,94
44,77
45,68
49,54
52,48
56,41
69,35
85,34
108,35
111,36
108,35
101,34
97,33
73,32
62,31
49,30
46,30
45,30
45,30
43,29
42,29
43,28
42,28
41,28
40,28
42,28
42,28
33,30
33,30
34,29
34,30
35,30
35,34
35,40
35,40
35,43
36,49
38,55
41,62
44,65
46,67
48,67
48,70
48,67
45,66
44,64
44,66
45,64
43,58
43,56
45,52
45,49
47,46
54,40
63,39
76,38
85,38
91,37
95,36
94,36
85,35
84,34
69,33
63,32
55,32
54,32
50,31
47,31
49,31
45,31
43,31
43,31
42,31
41,31
41,31
42,31
41,31
30,28
30,28
31,29
31,30
30,30
31,32
32,35
33,38
33,43
34,48
36,51
40,56
40,61
43,67
44,66
46,70
48,75
48,76
49,76
50,78
48,76
45,70
43,63
44,56
48,51
52,48
71,40
78,39
95,36
100,35
100,34
95,31
89,31
80,30
78,29
71,29
69,28
66,28
59,28
54,28
50,28
45,28
48,28
46,28
45,28
47,28
48,29
45,29
41,29
41,29
35,29
36,29
36,30
36,30
36,33
37,37
36,40
37,46
38,51
40,63
41,67
42,75
43,78
43,84
43,90
44,90
44,90
44,85
43,88
45,86
46,90
47,94
48,97
49,99
49,97
49,90
48,88
49,68
55,60
69,48
81,46
96,40
116,36
124,37
126,35
124,35
116,34
95,33
89,32
70,30
65,31
61,31
55,30
51,30
46,29
48,29
47,29
44,29
44,28
44,28
32,28
32,29
33,28
33,28
33,28
33,28
34,28
34,29
33,29
33,30
33,35
34,38
35,42
35,51
37,60
41,74
44,80
46,87
48,99
49,102
53,95
53,96
51,91
49,84
49,80
49,77
50,82
48,79
52,73
56,67
70,58
84,51
99,51
130,41
134,40
143,38
136,37
134,36
107,34
93,33
72,31
66,30
64,30
62,29
62,29
61,29
58,29
53,30
53,30
52,30
39,30
40,30
40,31
40,31
40,34
40,40
40,45
40,55
41,64
41,71
45,84
46,89
47,102
48,106
48,110
49,107
47,112
46,121
46,118
46,109
44,99
45,92
49,77
52,65
69,47
79,45
96,38
99,37
104,34
105,34
101,34
84,34
75,33
63,31
58,31
53,30
45,30
44,30
44,30
43,30
42,30
45,30
45,30
44,30
43,30
42,29
41,30
42,29
41,30
40,30
33,31
33,32
34,34
34,35
35,37
36,42
36,44
38,50
38,54
39,55
41,64
41,69
43,84
46,98
46,107
51,124
53,124
59,130
63,129
62,126
63,108
62,95
57,86
52,78
49,72
49,56
49,51
58,45
65,41
73,40
85,36
90,35
92,34
92,34
87,33
76,32
70,31
67,30
66,29
63,30
57,30
56,30
50,30
48,30
45,31
41,31
40,31
40,30
40,30
39,30
35,33
36,34
36,37
